NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASEMENT,BUILDING_CLASS_AT_PRESENT,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5907,73,,A1,221 73RD STREET,,11209,1,0,1,"4,000","2,423",1910,1,A1,"15,00,000",24/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,11,,A5,136 73RD STREET,,11209,1,0,1,"1,967","1,140",1925,1,A5,"9,70,000",19/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,41,,A1,7312 RIDGE BOULEVARD,,11209,1,0,1,"3,750","2,130",1925,1,A1,"14,95,000",08/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5916,60,,A5,147 74TH STREET,,11209,1,0,1,"2,067","1,760",1920,1,A5,"2,50,000",10/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5921,16,,A5,618 73RD STREET,,11209,1,0,1,"1,317",938,1930,1,A5,"8,35,000",05/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5926,44,,A5,7424 COLONIAL ROAD,,11209,1,0,1,"2,200","2,324",1920,1,A5,"13,50,000",11/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5930,81,,A1,421 BAY RIDGE PARKWAY,,11209,1,0,1,"1,523","2,100",1899,1,A1,"12,95,000",05/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5932,65,,A5,651 BAY RIDGE PARKWAY,,11209,1,0,1,"2,000","1,768",1925,1,A5,"11,25,000",10/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5937,58,,A5,71 76TH STREET,,11209,1,0,1,"2,003","1,152",1920,1,A5,"9,95,000",10/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5938,3,,A9,7517 COLONIAL ROAD,,11209,1,0,1,"2,000","1,184",1925,1,A9,"1,50,000",13/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5939,14,,A5,218 BAY RIDGE PARKWAY,,11209,1,0,1,"1,753","2,005",1935,1,A5,"11,35,000",30/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5941,26,,S1,448 BAY RIDGE PARKWAY,,11209,1,1,2,"2,000","3,138",1910,1,S1,"13,30,000",16/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5941,64,,A5,441 76TH STREET,,11209,1,0,1,"2,000","1,576",1925,1,A5,"11,00,000",11/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5942,53,,A1,583 76TH STREET,,11209,1,0,1,"3,667","2,518",1905,1,A1,"14,50,000",28/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5942,59,,A4,573 76TH STREET,,11209,1,0,1,"2,000","1,720",1905,1,A4,"14,50,000",13/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5943,66,,A4,643 76TH STREET,,11209,1,0,1,"2,000","2,172",1901,1,A4,"13,65,000",27/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5948,39,,A3,7600 RIDGE BOULEVARD,,11209,1,0,1,"10,560","3,612",1910,1,A3,"27,50,000",02/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5948,63,,A3,135 77TH STREET,,11209,1,0,1,"6,560","4,484",1910,1,A3,"17,00,000",29/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5949,55,,A1,265 77TH STREET,,11209,1,0,1,"4,373","1,768",1910,1,A1,"13,60,000",16/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5952,57,,A5,553 77TH STREET,,11209,1,0,1,"1,842","1,464",1920,1,A5,"11,55,000",28/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5953,79,,A5,635 77TH STREET,,11209,1,0,1,"2,100","1,666",1920,1,A5,"12,15,000",26/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5953,85,,A5,621 77TH STREET,,11209,1,0,1,"2,100","1,666",1920,1,A5,"10,95,000",12/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5956,80,,A1,11 78 STREET,,11209,1,0,1,"3,992",884,1925,1,A1,"17,00,000",23/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5957,34,,A5,88 77TH STREET,,11209,1,0,1,"2,624","1,700",1925,1,A5,"11,75,000",03/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5957,57,,A9,81 78TH STREET,,11209,1,0,1,"2,241","1,802",1925,1,A9,"11,25,000",22/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5957,58,,A9,79 78TH STREET,,11209,1,0,1,"2,241","1,734",1925,1,A9,"9,50,000",03/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5957,59,,A1,77 78TH STREET,,11209,1,0,1,"2,624","1,819",1925,1,A1,"14,00,000",24/09/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5957,64,,A9,69 78TH STREET,,11209,1,0,1,"2,296","1,472",1925,1,A9,"14,43,000",03/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5963,13,,A5,618 77TH STREET,,11209,1,0,1,"2,000","1,688",1899,1,A5,"11,25,000",19/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5963,70,,A5,635 78TH STREET,,11209,1,0,1,"1,950","1,368",1915,1,A5,"11,20,000",25/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5966,8,,A1,44 78TH STREET,,11209,1,0,1,"2,518","1,360",1925,1,A1,"13,50,000",12/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5966,10,,A1,50 78TH STREET,,11209,1,0,1,"2,700","1,360",1925,1,A1,"11,00,000",30/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5966,69,,A1,59 79TH STREET,,11209,1,0,1,"2,952","1,664",1920,1,A1,"14,50,000",13/05/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5970,68,,A1,443 79TH STREET,,11209,1,0,1,"4,000","1,836",1910,1,A1,"14,25,000",02/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5971,25,,A5,540 78TH STREET,,11209,1,0,1,"2,100","1,632",1925,1,A5,"11,99,000",20/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5971,28,,A5,548 78TH STREET,,11209,1,0,1,"2,100","1,632",1925,1,A5,"9,75,000",21/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5975,103,,A1,8030 NARROWS AVENUE,,11209,1,0,1,"4,450","1,870",1920,1,A1,"17,47,000",01/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5975,145,,A3,8038 HARBOR VIEW TERRACE,,11209,1,0,1,"7,617","4,440",1930,1,A3,"32,00,000",13/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5975,229,,A3,26 COLONIAL COURT,,11209,1,0,1,"4,500","2,445",1940,1,A3,"21,00,000",07/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5976,58,,A1,117 80TH STREET,,11209,1,0,1,"3,174","1,596",1930,1,A1,"15,95,000",27/05/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5980,71,,A1,439 80TH STREET,,11209,1,0,1,"3,500","2,392",1925,1,A1,"18,00,000",12/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5982,8,,A5,7909 6TH AVENUE,,11209,1,0,1,"1,557","1,197",1925,1,A5,"9,35,000",29/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5985,10,,A3,66 80TH STREET,,11209,1,0,1,"5,000","4,620",1974,1,A3,"27,50,000",03/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5985,46,,A1,8020 COLONIAL ROAD,,11209,1,0,1,"3,450","2,302",1925,1,A1,"9,99,999",14/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5985,46,,A1,8020 COLONIAL ROAD,,11209,1,0,1,"3,450","2,302",1925,1,A1,"13,99,993",25/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5986,71,,A1,143 81ST STREET,,11209,1,0,1,"2,788","1,392",1920,1,A1,"14,50,000",17/05/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5987,55,,A1,261 81ST STREET,,11209,1,0,1,"2,241","1,504",1925,1,A1,"10,50,000",05/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5994,56,,A1,99 82ND ST,,11209,1,0,1,"5,467","1,265",1920,1,A1,"20,97,000",23/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5995,2,,A5,8123 COLONIAL ROAD,,11209,1,0,1,"2,255","1,888",1935,1,A5,"3,94,000",08/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5997,34,,A5,366 81ST STREET,,11209,1,0,1,"2,187","1,400",1920,1,A5,"9,75,000",16/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5997,63,,A5,347 82ND STREET,,11209,1,0,1,"1,941","1,939",1920,1,A5,"11,20,000",30/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6000,14,,A5,616 81 STREET,,11209,1,0,1,"1,867","1,260",1925,1,A5,"8,45,000",31/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6003,48,,A3,36 82ND STREET,,11209,1,0,1,"6,300","2,368",1910,1,A3,"31,50,000",20/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6004,7,,A1,8205 NARROWS AVENUE,,11209,1,0,1,"5,000","2,320",1925,1,A1,"18,90,000",15/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6005,27,,A1,166 82ND STREET,,11209,1,0,1,"3,000","2,538",1930,1,A1,"10,15,704",23/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6005,27,,A1,166 82ND STREET,,11209,1,0,1,"3,000","2,538",1930,1,A1,"12,70,267",10/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6005,43,,A3,8216 RIDGE BLVD,,11209,1,0,1,"5,000","3,237",1920,1,A3,"9,99,990",13/09/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6005,56,,A1,153 83RD STREET,,11209,1,0,1,"4,000","2,190",1920,1,A1,"24,00,000",16/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6005,64,,A1,131 83 STREET,,11209,1,0,1,"4,000","2,283",1920,1,A1,"21,88,000",20/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6015,61,,A9,139 84TH STREET,,11209,1,0,1,"3,233","1,556",1930,1,A9,"13,15,000",30/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6019,51,,A5,565 84TH STREET,,11209,1,0,1,"2,000","1,640",1925,1,A5,"9,50,000",27/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6023,7,,A1,8407 COLONIAL ROAD,,11209,1,0,1,"3,100","1,472",1925,1,A1,"9,75,000",10/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6028,52,,A1,699 85TH STREET,,11228,1,0,1,"2,666","2,140",1920,1,A1,"11,50,000",16/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6028,61,,A2,677 85TH STREET,,11228,1,0,1,"5,000","2,935",1910,1,A2,"14,00,000",19/05/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6031,60,,A5,63 86TH STREET,,11209,1,0,1,"3,588","2,193",1920,1,A5,"16,00,000",06/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6031,64,,A5,53 86TH ST,,11209,1,0,1,"3,864","3,034",1920,1,A5,"17,50,000",02/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6032,20,,A1,130 85TH STREET,,11209,1,0,1,"5,000","1,638",1925,1,A1,"15,50,000",26/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6041,8,,A5,38 86TH STREET,,11209,1,0,1,"2,492","1,496",1910,1,A5,"15,55,000",12/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6042,13,,A9,120 86TH STREET,,11209,1,0,1,"2,317","1,712",1925,1,A9,"10,55,000",16/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6044,27,,A5,348 86 ST,,11209,1,0,1,"1,917","1,700",1925,1,A5,"10,75,000",18/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6044,30,,A5,354 86TH STREET,,11209,1,0,1,"1,917","1,633",1925,1,A5,"11,35,000",24/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6044,71,,A5,317 87TH STREET,,11209,1,0,1,"2,000","1,586",1910,1,A5,"13,50,000",24/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6046,62,,A9,35 88 STREET,,11209,1,0,1,"2,100","1,520",1925,1,A9,"8,90,000",16/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6047,24,,A9,156 87TH ST,,11209,1,0,1,"2,100","1,810",1920,1,A9,"12,50,000",14/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6059,8,,A1,34 88TH STREET,,11209,1,0,1,"3,000","2,322",1925,1,A1,"13,50,000",15/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6059,23,,A1,72 88TH STREET,,11209,1,0,1,"2,500","1,488",1925,1,A1,"13,50,000",23/08/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6059,46,,A1,67 89TH STREET,,11209,1,0,1,"2,500","1,504",1925,1,A1,"13,00,000",10/11/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6059,48,,A5,63 89TH STREET,,11209,1,0,1,"2,025","1,312",1925,1,A5,"10,20,000",26/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6059,61,,A5,33 89TH STREET,,11209,1,0,1,"2,025","1,312",1925,1,A5,"9,94,000",19/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6063,15,,A5,222 89TH STREET,,11209,1,0,1,"2,000","1,536",1925,1,A5,"12,70,000",11/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6069,52,,A5,577 90TH STREET,,11209,1,0,1,"1,000","1,160",1940,1,A5,"8,68,000",19/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6069,55,,A5,569 90TH STREET,,11209,1,0,1,"1,000","1,160",1940,1,A5,"8,65,000",14/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6078,141,,A1,22 COLONIAL GARDENS,,11209,1,0,1,"2,100","1,200",1925,1,A1,"14,00,000",06/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6084,9,,A1,9105 COLONIAL ROAD,,11209,1,0,1,"2,377","1,344",1925,1,A1,"13,65,000",27/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6084,21,,A1,142 91ST STREET,,11209,1,0,1,"2,500","1,408",1925,1,A1,"11,00,000",28/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6092,26,,A9,104 BATTERY AVENUE,,11209,1,0,1,"2,933","1,684",1901,1,A9,"10,88,000",10/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6100,20,,A1,42 OLIVER STREET,,11209,1,0,1,"2,500","1,472",1925,1,A1,"11,38,200",18/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6100,45,,A1,43 93RD STREET,,11209,1,0,1,"3,000","1,992",1925,1,A1,"11,50,000",10/12/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6107,95,,A5,9319 HAMILTON WALK,,11209,1,0,1,923,910,1925,1,A5,"7,95,000",18/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6113,7,,A5,9403 RIDGE BOULEVARD,,11209,1,0,1,"2,080","1,280",1925,1,A5,"5,45,000",07/04/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6114,26,,A5,358 94 STREET,,11209,1,0,1,"1,600","1,456",1925,1,A5,"9,50,000",09/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6120,21,,A1,144 95TH STREET,,11209,1,0,1,"2,192","1,344",1925,1,A1,"11,75,000",30/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6122,55,,A1,341 97TH STREET,,11209,1,0,1,"1,943","1,264",1910,1,A1,"9,25,000",17/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6129,78,,A1,127 98TH STREET,,11209,1,0,1,"2,713","1,504",1925,1,A1,"9,95,000",19/05/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6129,104,,A1,128 98TH STREET,,11209,1,0,1,"2,571","1,504",1925,1,A1,"11,00,000",26/02/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6131,14,,A1,421 99 STREET,,11209,1,0,1,"2,000","1,137",1899,1,A1,"6,55,000",11/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6131,36,,A5,434 MARINE AVENUE,,11209,1,0,1,"1,892","1,410",1925,1,S1,"9,18,000",08/03/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6131,133,,A9,428 MARINE AVENUE,,11209,1,0,1,"1,883","1,410",1925,1,A9,"8,93,688",10/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6138,30,,A5,9952 FT HAMILTON PARKWAY,,11209,1,0,1,"1,900","1,692",1935,1,A5,"9,95,000",14/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6138,63,,A5,9 JACKSON COURT,,11209,1,0,1,"1,295","1,782",1940,1,A5,"11,00,000",26/10/20
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6138,125,,A5,446 100TH STREET,,11209,1,0,1,"1,900","1,820",1935,1,A5,"9,98,000",14/01/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6142,4,,A5,277 DAHLGREN PLACE,,11228,1,0,1,"1,647","1,806",1940,1,A5,"9,75,000",16/06/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6142,5,,A5,273 DAHLGREN PLACE,,11228,1,0,1,"2,270","1,320",1935,1,A5,"12,00,000",14/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6142,90,,A5,223 DAHLGREN PLACE,,11228,1,0,1,"1,759","1,220",1930,1,A5,"8,30,000",13/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6142,98,,A5,278 BATTERY AVENUE,,11209,1,0,1,"2,197","2,072",1925,1,A5,"8,67,000",20/07/21
BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6142,104,,A5,275 DAHLGREN PLACE,,11228,1,0,1,"1,678","1,806",1940,1,A5,"8,70,000",05/01/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5763,73,,B1,811 68TH ST,,11220,2,0,2,"1,933","2,080",1927,1,B1,"14,50,000",01/09/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5770,56,,B1,857 BAY RIDGE AVENUE,,11220,2,0,2,"3,091","2,520",1925,1,B1,"12,50,000",28/06/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5780,71,,B9,221 61ST STREET,,11220,2,0,2,"1,762","2,660",1910,1,B9,"11,25,000",08/06/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5789,14,,B9,222 61 STREET,,11220,2,0,2,"2,000","3,264",1899,1,B9,"11,00,000",18/08/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5838,28,,B1,110 WAKEMAN PLACE,,11220,2,0,2,"1,600","2,200",1930,1,B1,"11,70,000",02/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5840,9,,B2,6659 BERGEN PLACE,,11220,2,0,2,"2,000","1,155",1925,1,B2,"5,50,000",30/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5841,23,,B2,218 WAKEMAN PLACE,,11220,2,0,2,"1,700","2,565",1915,1,B2,"12,50,000",27/10/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5848,79,,B1,113 SENATOR STREET,,11220,2,0,2,"2,408","2,372",1920,1,B1,"14,90,000",14/09/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5850,71,,B9,319 SENATOR STREET,,11220,2,0,2,"2,000","3,126",1910,1,B9,"11,50,000",13/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5854,62,,B1,341 68TH STREET,,11220,2,0,2,"2,544","2,164",1925,1,B1,"12,00,000",24/09/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5856,57,,B1,6702 6TH AVENUE,,11220,2,0,2,"2,900","2,656",1925,1,B1,"3,87,500",23/04/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5856,76,,B1,531 SENATOR STREET,,11220,2,0,2,"2,458","2,508",1920,1,B1,"8,40,000",10/09/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5857,72,,B1,627 68TH STREET,,11220,2,0,2,"2,000","2,144",1905,1,B1,"12,65,000",03/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5860,77,,B2,6811 NARROWS AVENUE,,11220,2,0,2,"2,768","2,504",1925,1,B2,"13,50,000",19/01/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5863,34,,B1,366 68TH STREET,,11220,2,0,2,"2,000","1,920",1915,1,B1,"9,90,000",17/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5863,55,,B1,361 BAY RIDGE AVENUE,,11220,2,0,2,"2,000","2,140",1915,1,B1,"12,10,000",09/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5871,55,,S2,6926 3 AVENUE,,11209,2,1,3,"1,740","3,360",1920,1,S2,"12,00,000",03/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5872,23,,B1,336 BAY RIDGE AVENUE,,11220,2,0,2,"1,985","2,096",1915,1,B1,"10,95,000",21/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5873,66,,B2,465 OVINGTON AVENUE,,11209,2,0,2,"6,967","2,291",1901,1,B2,"14,25,000",30/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5875,24,,B3,638 BAY RIDGE AVE,,11220,2,0,2,"1,995","2,560",1928,1,B3,"11,50,000",25/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5877,65,,B1,875 70TH STREET,,11228,2,0,2,"4,000","2,480",1925,1,B1,"16,10,000",24/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5882,4,,B3,7015 NARROWS AVE,,11209,2,0,2,"1,867","1,170",1925,1,B3,"7,50,000",22/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5886,65,,B1,231 71ST STREET,,11209,2,0,2,"2,000","2,796",1910,1,B1,"14,00,000",02/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5887,16,,B1,20 71ST STREET,,11209,2,0,2,"1,950","2,000",1925,1,B1,"11,70,000",26/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5890,24,,B1,244 71ST STREET,,11209,2,0,2,"1,950","2,072",1920,1,B1,"9,99,000",29/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5892,84,,B3,419 72 STREET,,11209,2,0,2,"2,000","2,760",1905,1,B3,"14,20,000",06/04/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5893,60,,B1,565 72ND STREET,,11209,2,0,2,"2,322","3,240",1910,1,B1,"12,00,000",13/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5895,17,,B1,7012 8TH AVENUE,,11228,2,0,2,"2,250","1,944",1930,1,B1,"14,10,000",29/07/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5896,9,,B1,812 70TH STREET,,11228,2,0,2,"2,500","2,092",1935,1,B1,"13,50,000",20/04/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5896,71,,B2,837 71ST STREET,,11228,2,0,2,"2,500","2,480",1915,1,B2,"14,50,000",24/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5896,85,,B2,811 71ST STREET,,11228,2,0,2,"2,475","2,136",1925,1,B2,"15,00,000",23/11/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5896,87,,B2,805 71ST STREET.,,11228,2,0,2,"2,475","2,136",1925,1,B2,"13,99,800",22/12/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5901,49,,S2,7118 FT HAMILTON PARKWAY,,11228,2,1,3,"1,982","3,360",1930,1,S2,"10,45,000",03/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5904,21,,B9,7223 SHORE ROAD,,11209,2,0,2,"2,972","2,073",1925,1,B9,"12,00,000",28/10/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5904,48,,B1,42 72ND STREET,,11209,2,0,2,"3,480","2,640",1925,1,B1,"14,50,000",30/06/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5905,40,,B1,7210 COLONIAL ROAD,,11209,2,0,2,"2,200","2,360",1920,1,B1,"10,80,000",29/10/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5905,79,,B1,59 73RD STREET,,11209,2,0,2,"2,000","2,608",1920,1,B1,"14,65,000",06/08/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5908,67,,B1,327 73RD STREET,,11209,2,0,2,"2,000","3,420",1910,1,B1,"15,55,327",23/07/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5908,73,,S2,315 73RD STREET,,11209,2,1,3,"2,000","2,940",1910,1,S2,"3,67,000",13/11/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5909,12,,B1,416 72ND STREET,,11209,2,0,2,"2,000","2,940",1901,1,B1,"14,90,000",14/06/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5909,34,,B1,470 72ND STREET,,11209,2,0,2,"2,000","2,730",1901,1,B1,"9,99,990",26/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5909,71,,S2,421 73RD STREET,,11209,2,1,3,"2,000","2,970",1905,1,S2,"12,00,000",14/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5910,25,,B1,544 72ND STREET,,11209,2,0,2,"2,000","2,650",1905,1,B1,"13,68,000",09/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5910,28,,B1,554 72ND STREET,,11209,2,0,2,"2,000","2,650",1905,1,B1,"12,50,000",24/05/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5911,71,,B3,635 73 STREET,,11209,2,0,2,"2,000","1,800",1901,1,B3,"9,20,000",15/04/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5912,69,,B1,831 73RD STREET,,11228,2,0,2,"2,433","2,096",1925,1,B1,"13,75,000",16/11/20
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5912,72,,B1,825 73RD STREET,,11228,2,0,2,"2,767","2,096",1925,1,B1,"12,75,000",09/02/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5915,58,,B1,63 74TH STREET,,11209,2,0,2,"2,967","2,240",1925,1,B1,"14,85,000",12/03/21
BAY RIDGE,02 TWO FAMILY DWELLINGS,1,5919,39,,S2,7304 5 AVENUE,,11209,2,1,3,"1,959","3,300",1910,1,S2,"17,00,000",25/08/21
